Mon Sep  2 18:04:27 2024    profiler_stats.prof

         4895102 function calls (4595255 primitive calls) in 5.436 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.001    0.000 pythonapi.py:283(err_clear)
     1284    0.001    0.000    0.001    0.000 numpy_support.py:86(from_dtype)
      723    0.001    0.000    0.001    0.000 dis.py:623(_unpack_opargs)
       34    0.000    0.000    0.001    0.000 controlflow.py:420(_find_postorder)
      525    0.000    0.000    0.001    0.000 lowering.py:1428(getvar)
      205    0.000    0.000    0.001    0.000 utils.py:628(unified_function_type)
       85    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
       34    0.000    0.000    0.001    0.000 controlflow.py:151(dominators)
      605    0.001    0.000    0.001    0.000 itanium_mangler.py:94(_len_encoded)
       81    0.000    0.000    0.001    0.000 callconv.py:101(get_return_type)
     1842    0.001    0.000    0.001    0.000 inspect.py:3066(<genexpr>)
       37    0.000    0.000    0.001    0.000 numbers.py:1256(literal_int_to_number)
        4    0.000    0.000    0.001    0.000 ir_utils.py:1321(simplify_CFG)
      773    0.000    0.000    0.001    0.000 targetconfig.py:75(__len__)
     4444    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
       34    0.000    0.000    0.001    0.000 callconv.py:373(return_value)
     1280    0.001    0.000    0.001    0.000 errors.py:251(__exit__)
        7    0.000    0.000    0.001    0.000 boxing.py:74(unbox_float)
     3430    0.001    0.000    0.001    0.000 ffi.py:322(__init__)
      201    0.000    0.000    0.001    0.000 instructions.py:422(descr)
       36    0.000    0.000    0.001    0.000 interpreter.py:2890(op_RETURN_VALUE)
    51/25    0.000    0.000    0.001    0.000 ssa.py:411(_find_def_from_top)
      822    0.001    0.000    0.001    0.000 __init__.py:517(cast)
       35    0.000    0.000    0.001    0.000 interpreter.py:1512(init_first_block)
       12    0.000    0.000    0.001    0.000 utils.py:42(safe_relpath)
      344    0.000    0.000    0.001    0.000 analysis.py:617(rewrite_tuple_len)
       38    0.000    0.000    0.001    0.000 removerefctpass.py:51(valid_input)
      824    0.001    0.000    0.001    0.000 controlflow.py:89(__init__)
       81    0.000    0.000    0.001    0.000 functions.py:559(get_overload)
     1152    0.001    0.000    0.001    0.000 copy.py:231(_keep_alive)
     2648    0.001    0.000    0.001    0.000 transforms.py:37(visit_Instruction)
       14    0.000    0.000    0.001    0.000 npyimpl.py:303(_prepare_argument)
      763    0.001    0.000    0.001    0.000 module.py:138(add_global)
       72    0.000    0.000    0.001    0.000 traceback.py:318(line)
       23    0.000    0.000    0.001    0.000 executionengine.py:73(get_global_value_address)
        2    0.000    0.000    0.001    0.000 numbers.py:629(real_div_impl)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1062(get_code)
      138    0.000    0.000    0.001    0.000 interpreter.py:1538(_start_new_block)
      174    0.001    0.000    0.001    0.000 templates.py:61(replace)
        2    0.000    0.000    0.001    0.000 randomimpl.py:155(get_shifted_int)
     1186    0.001    0.000    0.001    0.000 contextlib.py:548(_push_exit_callback)
       33    0.000    0.000    0.001    0.000 controlflow.py:305(topo_sort)
     1675    0.001    0.000    0.001    0.000 cpu_options.py:180(encode)
       27    0.000    0.000    0.001    0.000 ir.py:1522(copy)
      418    0.000    0.000    0.001    0.000 instructions.py:521(descr)
     1736    0.001    0.000    0.001    0.000 types.py:559(__eq__)
      180    0.001    0.000    0.001    0.000 types.py:441(__init__)
       34    0.000    0.000    0.001    0.000 controlflow.py:203(_doms)
      108    0.000    0.000    0.001    0.000 itanium_mangler.py:103(mangle_abi_tag)
     4101    0.001    0.000    0.001    0.000 enum.py:810(__getitem__)
     1930    0.001    0.000    0.001    0.000 ir.py:1330(<genexpr>)
     1984    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     1280    0.001    0.000    0.001    0.000 errors.py:256(__init__)
1864/1683    0.001    0.000    0.001    0.000 byteflow.py:1982(_flatten_inst_regs)
     1849    0.001    0.000    0.001    0.000 types.py:232(__eq__)
       81    0.000    0.000    0.001    0.000 packer.py:132(argument_types)
       34    0.000    0.000    0.001    0.000 controlflow.py:555(_find_dominators)
       26    0.000    0.000    0.001    0.000 context.py:328(meminfo_data)
       44    0.000    0.000    0.001    0.000 interpreter.py:2763(_binop)
        8    0.000    0.000    0.001    0.000 templates.py:1216(generic)
      161    0.000    0.000    0.001    0.000 values.py:592(__init__)
      123    0.000    0.000    0.001    0.000 typeinfer.py:1030(seed_type)
      135    0.000    0.000    0.001    0.000 functions.py:524(__init__)
       34    0.000    0.000    0.001    0.000 base.py:658(get_return_value)
      925    0.001    0.000    0.001    0.000 ir.py:918(__init__)
        7    0.000    0.000    0.001    0.000 tokenize.py:445(open)
       49    0.000    0.000    0.001    0.000 builder.py:597(fcmp_ordered)
      848    0.001    0.000    0.001    0.000 ir.py:195(with_lineno)
     7684    0.001    0.000    0.001    0.000 ir.py:276(__contains__)
       27    0.000    0.000    0.001    0.000 lowering.py:175(emit_environment_object)
       38    0.000    0.000    0.001    0.000 context.py:94(match)
       48    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        9    0.000    0.000    0.001    0.000 typed_passes.py:678(_get_attr_info)
       24    0.000    0.000    0.001    0.000 ir.py:1051(__deepcopy__)
       40    0.000    0.000    0.001    0.000 builtins.py:95(generic)
     5294    0.001    0.000    0.001    0.000 postproc.py:191(<genexpr>)
       60    0.000    0.000    0.001    0.000 traceback.py:351(_walk_tb_with_full_positions)
      104    0.000    0.000    0.001    0.000 containers.py:128(is_homogeneous)
       29    0.000    0.000    0.001    0.000 base.py:298(declare_env_global)
     1736    0.001    0.000    0.001    0.000 compiler_machinery.py:139(__init__)
       14    0.000    0.000    0.001    0.000 npyimpl.py:69(__init__)
      192    0.000    0.000    0.001    0.000 sigutils.py:22(normalize_signature)
       22    0.000    0.000    0.001    0.000 interpreter.py:3056(op_POP_JUMP_IF_FALSE)
      758    0.000    0.000    0.001    0.000 bytecode.py:219(_patched_opargs)
       42    0.000    0.000    0.001    0.000 cgutils.py:455(is_not_null)
      222    0.000    0.000    0.001    0.000 event.py:182(register)
      9/1    0.000    0.000    0.001    0.001 pythonapi.py:62(box)
      135    0.000    0.000    0.001    0.000 models.py:545(get_argument_type)
        1    0.000    0.000    0.001    0.001 boxing.py:522(box_tuple)
       33    0.000    0.000    0.001    0.000 controlflow.py:211(_topo_order)
       97    0.000    0.000    0.001    0.000 untyped_passes.py:352(_do_work)
        2    0.000    0.000    0.001    0.000 callwrapper.py:197(get_env)
       32    0.000    0.000    0.001    0.000 typeinfer.py:1388(get_return_type)
       38    0.000    0.000    0.001    0.000 context.py:76(finditer)
     1054    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      516    0.001    0.000    0.001    0.000 ffi.py:255(__init__)
      116    0.000    0.000    0.001    0.000 typeinfer.py:1398(get_state_token)
       70    0.000    0.000    0.001    0.000 dis.py:729(__init__)
      907    0.000    0.000    0.001    0.000 ir.py:1312(append)
       27    0.000    0.000    0.001    0.000 typed_passes.py:571(run_pass)
       33    0.000    0.000    0.001    0.000 controlflow.py:634(_find_topo_order)
      295    0.000    0.000    0.001    0.000 ir.py:377(__init__)
       63    0.000    0.000    0.001    0.000 builder.py:629(select)
      222    0.000    0.000    0.001    0.000 event.py:195(unregister)
       11    0.000    0.000    0.001    0.000 templates.py:1211(attribute_resolver)
       81    0.000    0.000    0.001    0.000 dispatcher.py:329(get_overload)
       27    0.000    0.000    0.001    0.000 executionengine.py:196(_raw_object_cache_getbuffer)
       27    0.000    0.000    0.001    0.000 dispatcher.py:44(__init__)
       35    0.000    0.000    0.001    0.000 interpreter.py:760(peep_hole_list_to_tuple)
       48    0.000    0.000    0.001    0.000 traceback.py:365(_get_code_position)
     3029    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      152    0.000    0.000    0.001    0.000 static_binop.py:14(match)
     2539    0.001    0.000    0.001    0.000 lowering.py:307(typeof)
       27    0.000    0.000    0.001    0.000 postproc.py:235(remove_dels)
       27    0.001    0.000    0.001    0.000 {built-in method zlib.compressobj}
        3    0.000    0.000    0.001    0.000 models.py:567(as_data)
       69    0.000    0.000    0.001    0.000 typeinfer.py:1025(seed_argument)
     5588    0.001    0.000    0.001    0.000 multiarray.py:556(can_cast)
      138    0.000    0.000    0.001    0.000 byteflow.py:1972(adapt_state_infos)
      940    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.StringIO' objects}
        9    0.000    0.000    0.001    0.000 builtins.py:336(number_constructor)
       52    0.000    0.000    0.001    0.000 codegen.py:32(_parse_refprune_flags)
      174    0.001    0.000    0.001    0.000 values.py:31(_escape_string)
      625    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
       41    0.000    0.000    0.001    0.000 interpreter.py:2281(op_LOAD_CONST)
      516    0.001    0.000    0.001    0.000 ffi.py:273(__del__)
     1237    0.000    0.000    0.001    0.000 models.py:48(get_argument_type)
       37    0.000    0.000    0.001    0.000 ir_utils.py:387(replace_vars_inner)
      129    0.000    0.000    0.001    0.000 static_getitem.py:57(match)
       34    0.000    0.000    0.001    0.000 numbers.py:862(real_eq_impl)
       35    0.000    0.000    0.001    0.000 interpreter.py:1443(_end_try_blocks)
       35    0.000    0.000    0.001    0.000 byteflow.py:271(apply_changes)
      552    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      607    0.000    0.000    0.001    0.000 byteflow.py:1718(advance_pc)
     1528    0.001    0.000    0.001    0.000 builder.py:204(function)
      563    0.000    0.000    0.001    0.000 packer.py:137(<genexpr>)
     3626    0.001    0.000    0.001    0.000 abstract.py:115(__repr__)
        1    0.000    0.000    0.001    0.001 imputils.py:241(iternext_wrapper)
      450    0.001    0.000    0.001    0.000 values.py:498(__eq__)
      201    0.000    0.000    0.001    0.000 module.py:21(_fix_metadata_operands)
       32    0.000    0.000    0.001    0.000 typeinfer.py:1331(get_function_types)
       34    0.000    0.000    0.001    0.000 controlflow.py:726(__ne__)
       30    0.000    0.000    0.001    0.000 templates.py:169(make_callable_template)
       81    0.000    0.000    0.001    0.000 {method 'index' of 'list' objects}
       35    0.000    0.000    0.001    0.000 byteflow.py:225(get_used_phis_per_state)
     1545    0.001    0.000    0.001    0.000 analysis.py:182(<genexpr>)
      865    0.000    0.000    0.001    0.000 ssa.py:295(on_assign)
     1416    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
     3284    0.001    0.000    0.001    0.000 compiler_machinery.py:41(name)
      286    0.000    0.000    0.001    0.000 <frozen _collections_abc>:1022(__iter__)
      910    0.000    0.000    0.001    0.000 templates.py:37(__init__)
       12    0.000    0.000    0.001    0.000 interpreter.py:2610(op_FOR_ITER)
        7    0.000    0.000    0.001    0.000 typeinfer.py:244(__call__)
       36    0.000    0.000    0.001    0.000 typeinfer.py:430(__call__)
      296    0.000    0.000    0.001    0.000 typeinfer.py:87(lock)
      158    0.000    0.000    0.001    0.000 cgutils.py:1184(normalize_ir_text)
      152    0.000    0.000    0.001    0.000 static_getitem.py:13(match)
       34    0.000    0.000    0.001    0.000 controlflow.py:715(__eq__)
     4158    0.001    0.000    0.001    0.000 ir.py:1112(__str__)
       12    0.000    0.000    0.001    0.000 imputils.py:280(yield_)
      859    0.001    0.000    0.001    0.000 targetconfig.py:201(is_set)
       27    0.000    0.000    0.001    0.000 dispatcher.py:199(__init__)
      614    0.001    0.000    0.001    0.000 byteflow.py:1809(get_top_block)
      614    0.001    0.000    0.001    0.000 _utils.py:9(__init__)
        2    0.000    0.000    0.001    0.000 cgutils.py:890(guard_memory_error)
       12    0.000    0.000    0.001    0.000 __init__.py:226(compile)
       25    0.000    0.000    0.001    0.000 funcdesc.py:117(llvm_cpython_wrapper_name)
     1001    0.000    0.000    0.001    0.000 {built-in method builtins.min}
       32    0.000    0.000    0.001    0.000 interpreter.py:2779(op_BINARY_OP)
      138    0.000    0.000    0.001    0.000 interpreter.py:800(find_postive_region)
      333    0.000    0.000    0.001    0.000 contextlib.py:543(_push_cm_exit)
       10    0.000    0.000    0.001    0.000 builder.py:47(wrapped)
      541    0.000    0.000    0.001    0.000 ir.py:1308(prepend)
       80    0.000    0.000    0.001    0.000 context.py:683(unify_types)
    23/22    0.000    0.000    0.001    0.000 models.py:518(__init__)
        3    0.000    0.000    0.001    0.000 ir_utils.py:338(get_name_var_table)
      859    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       16    0.000    0.000    0.001    0.000 arrayobj.py:55(mark_positive)
     1280    0.001    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
      432    0.000    0.000    0.001    0.000 values.py:1114(add_attribute)
       27    0.000    0.000    0.001    0.000 environment.py:17(from_fndesc)
       34    0.000    0.000    0.001    0.000 ir.py:1350(insert_after)
      138    0.000    0.000    0.001    0.000 interpreter.py:1726(_insert_outgoing_phis)
      182    0.000    0.000    0.001    0.000 functions.py:274(get_impl_key)
       32    0.000    0.000    0.001    0.000 cgutils.py:450(is_null)
       12    0.000    0.000    0.001    0.000 imputils.py:271(set_valid)
        5    0.000    0.000    0.001    0.000 base.py:1019(make_tuple)
      172    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
       25    0.000    0.000    0.001    0.000 itanium_mangler.py:179(prepend_namespace)
      143    0.000    0.000    0.001    0.000 instructions.py:237(descr)
       35    0.000    0.000    0.001    0.000 byteflow.py:236(find_use_defs)
